scientific_name,datetime,description,place_guess,latitude,longitude,tag_list,common_name,url,image_url,user_login,id,species_guess,iconic_taxon_name,taxon_id,num_identification_agreements,num_identification_disagreements,observed_on_string,observed_on,time_observed_at,time_zone,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,user_id,user_name,created_at,updated_at,quality_grade,license,sound_url,oauth_application_id,captive_cultivated
Avicennia alba,2006-02-02 10:38:00 +0800,,"45400 Sabak, Selangor, Malaysia",3.768891141,100.8723748639,"",,https://www.inaturalist.org/observations/35731063,https://inaturalist-open-data.s3.amazonaws.com/photos/56376364/medium.jpeg,johnhowes,35731063,Avicennia alba,Plantae,189583,1,0,2006/02/02 10:38 AM +0800,2006-02-02,2006-02-02 02:38:00 UTC,Kuala Lumpur,244,244,,open,false,,,1043349,John Howes,2019-11-16 08:09:00 UTC,2024-08-23 16:41:03 UTC,research,CC-BY,,,false
Avicennia alba,2019-12-25 18:07:12 +0800,,"Sungai Tiram, Johor, Malaysia",1.5752345338,103.9882360026,"",,https://www.inaturalist.org/observations/37251758,https://static.inaturalist.org/photos/59023664/medium.jpeg,hanazulkifli,37251758,Avicennia alba,Plantae,189583,2,0,2019-12-25 6:07:12 PM GMT+08:00,2019-12-25,2019-12-25 10:07:12 UTC,Kuala Lumpur,1919,1919,,open,false,gps,gps,2371118,Hana Badriah,2020-01-04 03:41:47 UTC,2025-05-14 06:12:54 UTC,research,CC-BY-NC,,2,false
Avicennia alba,2020-12-13 14:23:41 +0800,Found mature trees about 20 ft high. ,"Telok Sinting, 71250 Pasir Panjang, Negeri Sembilan, Malaysia",2.4141170546,101.9414687902,"",,https://www.inaturalist.org/observations/66655234,https://static.inaturalist.org/photos/107502079/medium.jpeg,kent88,66655234,Avicennia alba,Plantae,189583,1,0,2020-12-13 2:23:41 PM GMT+08:00,2020-12-13,2020-12-13 06:23:41 UTC,Australia/Perth,44,44,,open,false,gps,gps,1680812,Kent Leong,2020-12-16 14:59:28 UTC,2024-07-01 18:34:00 UTC,research,,,2,false
Avicennia alba,2021-05-03 11:09:08 +0800,Tree in ocean,"Kampung Batu Laut, Tanjong Sepat, Selangor, Malaysia",2.6769136,101.5125518,"",,https://www.inaturalist.org/observations/76816220,https://static.inaturalist.org/photos/125635564/medium.jpeg,davidtan,76816220,,Plantae,189583,0,0,2021-05-03 11:09:08,2021-05-03,2021-05-03 03:09:08 UTC,Kuala Lumpur,500,500,,open,false,,,924636,David Tan,2021-05-03 03:10:21 UTC,2021-05-18 14:49:17 UTC,needs_id,,,2,false
Avicennia alba,2022-08-31 12:01:14 +0800,,"Pekan Tanjung Sepat, Tanjong Sepat, Selangor, Malaysia",2.6628194444,101.5534027778,"",,https://www.inaturalist.org/observations/133048666,https://inaturalist-open-data.s3.amazonaws.com/photos/226571556/medium.jpeg,ongzi,133048666,Avicennia alba,Plantae,189583,0,0,2022-08-31 12:01:14,2022-08-31,2022-08-31 04:01:14 UTC,Kuala Lumpur,,,,open,false,gps,gps,890554,Ong Jyh Seng,2022-08-31 06:25:39 UTC,2025-05-25 02:38:51 UTC,needs_id,CC-BY-SA,,2,false
Avicennia alba,2023-06-26 14:37:24 +0800,,"Bandar Sarikei, 96100 Sarikei, Sarawak, Malaysia",2.1319166667,111.5178222222,"",,https://www.inaturalist.org/observations/169545268,https://inaturalist-open-data.s3.amazonaws.com/photos/293956018/medium.jpeg,ongzi,169545268,Avicennia alba,Plantae,189583,1,0,2023-06-26 14:37:24,2023-06-26,2023-06-26 06:37:24 UTC,Asia/Kuching,,,,open,false,,,890554,Ong Jyh Seng,2023-06-26 07:02:51 UTC,2025-05-26 22:44:32 UTC,research,CC-BY-SA,,2,false
Avicennia alba,2023-11-26 09:03:22 +0800,,"FR8X+GM, Kampung Baharu, 71050 Port Dickson, Negeri Sembilan, Malaysia",2.4673007,101.8490282,"",,https://www.inaturalist.org/observations/192178724,https://static.inaturalist.org/photos/337313123/medium.jpeg,kent88,192178724,Avicennia alba,Plantae,189583,0,0,2023-11-26 09:03:22,2023-11-26,2023-11-26 01:03:22 UTC,Kuala Lumpur,,,,open,false,gps,gps,1680812,Kent Leong,2023-11-26 08:59:32 UTC,2023-11-30 09:56:02 UTC,needs_id,,,2,false
Avicennia alba,2024-05-15 08:06:13 +0800,"","Kampung Cherating, Kuantan, Pahang, MY",4.1265032303,103.3906999242,"",,https://www.inaturalist.org/observations/215814609,https://inaturalist-open-data.s3.amazonaws.com/photos/381602780/medium.jpg,reshkunjum,215814609,Avicennia alba,Plantae,189583,1,0,2024-05-15 08:06:13+08:00,2024-05-15,2024-05-15 00:06:13 UTC,Kuala Lumpur,9,9,,open,false,,,8106578,,2024-05-15 00:08:48 UTC,2025-05-14 06:23:45 UTC,research,CC-BY-NC,,3,false
Avicennia alba,2024-06-25 16:34:11 +0800,,"Negeri Sembilan, Malaysia",2.4167347,101.8965089997,"",,https://www.inaturalist.org/observations/225107405,https://static.inaturalist.org/photos/399066264/medium.jpeg,kent88,225107405,Avicennia alba,Plantae,189583,1,0,2024-06-25 16:34:11,2024-06-25,2024-06-25 08:34:11 UTC,Kuala Lumpur,,,,open,false,gps,gps,1680812,Kent Leong,2024-06-25 15:02:36 UTC,2025-05-14 06:24:12 UTC,research,,,2,false
Avicennia alba,2024-08-30 17:32:47 +0800,"","Kampung Tanjung Piai, Kukup, Johore, MY",1.282395,103.5103616667,"",,https://www.inaturalist.org/observations/238741480,https://inaturalist-open-data.s3.amazonaws.com/photos/425088374/medium.jpeg,mishfatie,238741480,Avicennia alba,Plantae,189583,1,0,2024-08-30 17:32:47+08:00,2024-08-30,2024-08-30 09:32:47 UTC,Kuala Lumpur,9,9,,open,false,,,6360906,,2024-08-30 09:34:43 UTC,2025-05-14 06:23:57 UTC,research,CC-BY-NC,,3,false
